content_id,title,type,genre,sub_genre,country,language,rating,release_year,date_added,director,cast_count,duration_min,seasons,episodes,engagement_score,views_millions,watchtime_hours_millions,user_rating,is_original,budget_category,added_year,added_month,added_quarter
1021,Title_1021,Movie,Documentary,Comedy,United Kingdom,Spanish,TV-G,2023,2023-12-20,Director_28,20,150.0,,,50.6,5.12,7.24,6.1,1,Mid,2023,12,Q4
1022,Title_1022,Movie,Comedy,Documentary,Mexico,English,PG,2019,2022-06-25,Director_12,3,112.0,,,67.1,8.21,15.42,7.0,1,Low,2022,6,Q2
1023,Title_1023,Movie,Mystery,Action,United States,Spanish,TV-G,2020,2023-06-24,Director_140,4,151.0,,,76.3,4.91,11.32,8.9,0,Mid,2023,6,Q2
1024,Title_1024,Movie,Drama,Horror,Canada,Korean,TV-MA,2020,2022-09-24,Director_200,20,85.0,,,71.6,15.34,34.78,5.1,0,Mid,2022,9,Q3
1025,Title_1025,Movie,Horror,Family,Canada,English,PG-13,2021,2022-04-30,Director_106,10,102.0,,,91.9,4.49,12.03,8.9,1,High,2022,4,Q2
1026,Title_1026,TV Show,Drama,Thriller,Mexico,German,PG-13,2022,2023-08-22,Director_58,3,,4.0,48.0,73.1,0.45,1.11,7.1,0,Mid,2023,8,Q3
1027,Title_1027,Movie,Comedy,Reality,India,Turkish,TV-14,2020,2022-07-26,Director_67,8,145.0,,,72.3,14.2,17.67,6.8,0,Premium,2022,7,Q3
1028,Title_1028,TV Show,Drama,Documentary,Turkey,Spanish,TV-14,2020,2022-12-09,Director_12,16,,7.0,70.0,62.3,1.69,3.59,7.0,1,Premium,2022,12,Q4
1029,Title_1029,TV Show,Documentary,Comedy,Italy,German,TV-MA,2020,2022-02-08,Director_185,12,,7.0,42.0,68.9,1.82,4.12,7.3,0,High,2022,2,Q1
1030,Title_1030,TV Show,Action,Animation,Italy,Hindi,TV-MA,2020,2021-09-18,Director_1,12,,7.0,77.0,76.2,8.99,15.12,7.1,1,Mid,2021,9,Q3
1031,Title_1031,TV Show,Documentary,Biography,United States,Portuguese,TV-MA,2020,2023-08-11,Director_44,5,,8.0,88.0,61.1,1.85,5.06,4.9,1,High,2023,8,Q3
1032,Title_1032,Movie,Horror,Sci-Fi,Japan,Hindi,G,2020,2022-04-27,Director_157,5,108.0,,,85.6,4.98,7.93,8.6,0,Premium,2022,4,Q2
1033,Title_1033,TV Show,Documentary,Reality,United States,English,R,2020,2023-02-26,Director_28,16,,7.0,49.0,62.2,0.68,1.75,5.9,1,High,2023,2,Q1
1034,Title_1034,Movie,Romance,Crime,United States,Portuguese,TV-MA,2022,2022-05-26,Director_82,17,138.0,,,65.9,1.32,3.67,6.5,0,High,2022,5,Q2
1035,Title_1035,TV Show,Thriller,Family,United States,Korean,R,2022,2023-07-03,Director_134,18,,8.0,72.0,82.8,24.48,40.24,8.4,0,Mid,2023,7,Q3
1036,Title_1036,Movie,Drama,Biography,Canada,Spanish,PG-13,2020,2022-07-11,Director_40,9,120.0,,,75.1,3.12,4.9,6.0,1,Mid,2022,7,Q3
1037,Title_1037,Movie,Documentary,Reality,Mexico,Italian,TV-G,2019,2022-02-28,Director_196,15,129.0,,,64.7,3.08,3.79,8.4,0,Premium,2022,2,Q1
1038,Title_1038,Movie,Comedy,Fantasy,United States,Japanese,TV-14,2022,2023-05-09,Director_174,15,142.0,,,65.7,3.98,7.25,6.5,0,High,2023,5,Q2
1039,Title_1039,TV Show,Biography,Mystery,South Korea,English,PG,2023,2023-12-30,Director_119,8,,7.0,70.0,46.0,6.46,12.18,5.2,1,Mid,2023,12,Q4
1040,Title_1040,Movie,Comedy,Drama,United States,Spanish,TV-14,2021,2023-02-16,Director_90,10,133.0,,,77.5,1.4,3.36,8.9,0,High,2023,2,Q1
1041,Title_1041,TV Show,Horror,Thriller,United States,Hindi,TV-14,2021,2022-05-22,Director_120,11,,1.0,10.0,65.2,5.25,7.26,8.3,0,Low,2022,5,Q2
1042,Title_1042,TV Show,Horror,Romance,South Korea,French,TV-MA,2020,2021-08-23,Director_102,9,,5.0,30.0,70.1,1.78,4.72,7.1,1,High,2021,8,Q3
1043,Title_1043,Movie,Horror,Comedy,Japan,German,TV-MA,2022,2022-09-10,Director_130,13,152.0,,,76.0,0.72,1.63,7.7,1,Mid,2022,9,Q3
1044,Title_1044,Movie,Thriller,Family,India,Turkish,TV-PG,2020,2023-01-12,Director_138,18,99.0,,,65.3,4.7,7.67,5.8,0,High,2023,1,Q1
1045,Title_1045,Movie,Documentary,Fantasy,Canada,Korean,TV-MA,2022,2022-05-18,Director_98,13,115.0,,,83.6,1.71,3.61,8.1,1,High,2022,5,Q2
1046,Title_1046,Movie,Comedy,Thriller,Canada,French,TV-MA,2020,2022-06-14,Director_22,10,115.0,,,77.8,1.02,2.07,8.0,0,Mid,2022,6,Q2
1047,Title_1047,TV Show,Sci-Fi,Crime,United Kingdom,Japanese,TV-MA,2020,2023-10-03,Director_95,18,,1.0,6.0,100.0,0.9,1.52,10.0,0,Mid,2023,10,Q4
1048,Title_1048,TV Show,Reality,Biography,United States,Spanish,TV-MA,2019,2022-12-22,Director_138,8,,5.0,40.0,61.1,5.99,10.21,5.1,1,High,2022,12,Q4
1049,Title_1049,TV Show,Comedy,Biography,United States,Korean,TV-14,2021,2023-12-11,Director_137,7,,2.0,24.0,52.2,3.94,6.63,5.5,1,Premium,2023,12,Q4
1050,Title_1050,TV Show,Documentary,Action,United States,French,TV-14,2018,2021-09-16,Director_14,11,,2.0,24.0,68.0,4.31,8.21,6.3,0,Mid,2021,9,Q3
1051,Title_1051,Movie,Crime,Thriller,United States,Italian,TV-PG,2021,2021-06-01,Director_31,20,99.0,,,82.8,4.97,6.64,7.7,0,High,2021,6,Q2
1052,Title_1052,Movie,Animation,Documentary,Mexico,French,R,2020,2023-12-07,Director_146,4,137.0,,,96.4,6.94,19.32,8.7,0,High,2023,12,Q4
1053,Title_1053,Movie,Family,Romance,United States,Hindi,TV-MA,2020,2022-03-09,Director_116,18,90.0,,,78.9,1.33,1.93,8.5,1,Low,2022,3,Q1
1054,Title_1054,TV Show,Romance,Romance,Japan,Italian,TV-MA,2023,2023-07-19,Director_30,20,,4.0,32.0,83.9,1.66,4.47,9.2,1,Low,2023,7,Q3
1055,Title_1055,Movie,Comedy,Sci-Fi,Spain,Italian,TV-G,2020,2021-05-03,Director_177,12,119.0,,,73.0,7.44,14.16,8.8,0,Premium,2021,5,Q2
1056,Title_1056,Movie,Thriller,Fantasy,Germany,Italian,PG-13,2021,2021-06-14,Director_148,3,135.0,,,75.1,1.58,2.13,6.8,0,High,2021,6,Q2
1057,Title_1057,Movie,Comedy,Fantasy,Spain,French,PG-13,2018,2021-12-25,Director_126,5,146.0,,,58.2,2.42,5.17,6.1,0,Mid,2021,12,Q4
1058,Title_1058,Movie,Action,Family,France,French,TV-MA,2019,2021-11-26,Director_141,4,132.0,,,78.3,8.03,14.78,7.8,0,Mid,2021,11,Q4
1059,Title_1059,TV Show,Action,Fantasy,United States,Turkish,TV-14,2023,2023-04-08,Director_114,4,,8.0,72.0,92.4,3.18,7.66,10.0,1,Mid,2023,4,Q2
1060,Title_1060,Movie,Biography,Documentary,Turkey,Italian,R,2023,2023-09-20,Director_142,3,83.0,,,67.5,1.28,2.99,5.9,0,Low,2023,9,Q3
1061,Title_1061,TV Show,Reality,Mystery,Italy,French,TV-14,2023,2023-08-04,Director_124,18,,3.0,27.0,63.8,2.29,3.75,7.0,1,Mid,2023,8,Q3
1062,Title_1062,TV Show,Action,Documentary,Japan,Japanese,TV-14,2022,2023-11-07,Director_1,12,,2.0,16.0,80.7,3.36,8.27,7.4,0,High,2023,11,Q4
1063,Title_1063,TV Show,Documentary,Mystery,United Kingdom,Turkish,TV-14,2018,2021-11-01,Director_49,10,,8.0,64.0,46.8,1.34,3.61,5.4,0,Low,2021,11,Q4
1064,Title_1064,Movie,Sci-Fi,Animation,Turkey,Hindi,TV-14,2020,2023-08-27,Director_152,13,129.0,,,87.6,1.13,1.42,8.9,0,High,2023,8,Q3
1065,Title_1065,Movie,Thriller,Documentary,India,Hindi,PG,2023,2023-07-25,Director_87,15,98.0,,,82.6,1.53,3.75,8.4,0,High,2023,7,Q3
1066,Title_1066,TV Show,Crime,Reality,South Korea,Italian,PG,2021,2023-02-18,Director_74,10,,8.0,96.0,80.7,1.15,2.54,8.4,0,Mid,2023,2,Q1
1067,Title_1067,TV Show,Drama,Documentary,United Kingdom,English,PG,2018,2021-07-25,Director_92,14,,3.0,33.0,78.7,10.42,25.78,8.7,0,Low,2021,7,Q3
1068,Title_1068,TV Show,Action,Reality,Spain,Japanese,TV-MA,2021,2022-01-04,Director_150,7,,3.0,18.0,58.5,1.03,1.63,6.3,1,High,2022,1,Q1
1069,Title_1069,TV Show,Thriller,Romance,India,German,TV-PG,2021,2023-08-11,Director_177,11,,3.0,18.0,84.2,6.31,10.59,10.0,0,Mid,2023,8,Q3
1070,Title_1070,TV Show,Reality,Mystery,United Kingdom,French,NC-17,2020,2021-08-07,Director_169,15,,7.0,70.0,64.9,9.05,15.13,7.2,1,Mid,2021,8,Q3
1071,Title_1071,TV Show,Romance,Thriller,Japan,Italian,R,2018,2021-04-11,Director_159,11,,5.0,60.0,77.8,2.54,3.94,8.4,0,High,2021,4,Q2
1072,Title_1072,TV Show,Horror,Reality,India,Italian,TV-14,2021,2021-07-18,Director_76,13,,5.0,60.0,72.7,2.57,3.62,6.9,0,Low,2021,7,Q3
1073,Title_1073,Movie,Drama,Mystery,United States,Portuguese,TV-PG,2021,2023-01-20,Director_87,6,101.0,,,73.0,33.11,55.37,5.8,0,Low,2023,1,Q1
1074,Title_1074,Movie,Sci-Fi,Horror,Japan,English,PG-13,2021,2023-03-25,Director_173,11,91.0,,,93.2,0.83,1.16,8.9,0,High,2023,3,Q1
1075,Title_1075,Movie,Family,Fantasy,Spain,Turkish,TV-14,2019,2022-04-24,Director_17,17,83.0,,,84.1,4.02,8.75,7.5,0,Mid,2022,4,Q2
1076,Title_1076,Movie,Action,Sci-Fi,United States,Korean,R,2019,2021-03-18,Director_95,20,143.0,,,66.4,5.87,8.32,6.1,0,High,2021,3,Q1
1077,Title_1077,Movie,Drama,Sci-Fi,India,French,G,2018,2021-07-22,Director_114,10,158.0,,,74.6,3.5,6.27,6.9,0,Low,2021,7,Q3
1078,Title_1078,Movie,Romance,Comedy,United States,Spanish,TV-PG,2023,2023-01-05,Director_170,9,130.0,,,95.7,8.09,20.38,8.0,0,Mid,2023,1,Q1
1079,Title_1079,TV Show,Drama,Mystery,Brazil,Turkish,PG-13,2021,2022-05-14,Director_60,13,,4.0,24.0,74.2,1.72,2.66,8.1,0,High,2022,5,Q2
1080,Title_1080,Movie,Documentary,Action,United States,Hindi,PG,2020,2021-10-24,Director_4,14,149.0,,,55.5,2.22,5.74,6.0,0,Low,2021,10,Q4
1081,Title_1081,Movie,Action,Animation,South Korea,Spanish,TV-14,2020,2021-04-18,Director_152,6,133.0,,,85.4,1.15,2.81,8.3,0,Low,2021,4,Q2
1082,Title_1082,TV Show,Horror,Romance,Australia,English,NC-17,2021,2023-12-04,Director_176,6,,8.0,88.0,76.3,1.78,4.55,9.0,0,Premium,2023,12,Q4
1083,Title_1083,Movie,Drama,Crime,United States,Italian,TV-MA,2021,2021-10-31,Director_136,12,96.0,,,76.9,0.98,1.69,8.4,0,High,2021,10,Q4
1084,Title_1084,TV Show,Drama,Horror,India,Portuguese,TV-14,2019,2022-03-17,Director_110,13,,8.0,56.0,97.5,12.27,29.05,8.5,0,Mid,2022,3,Q1
1085,Title_1085,TV Show,Drama,Crime,India,German,R,2021,2021-05-18,Director_144,20,,2.0,12.0,66.2,10.53,22.01,6.1,1,Low,2021,5,Q2
1086,Title_1086,TV Show,Action,Fantasy,United Kingdom,Spanish,TV-MA,2023,2023-05-17,Director_124,10,,5.0,50.0,80.3,7.81,12.03,7.3,0,Mid,2023,5,Q2
1087,Title_1087,Movie,Documentary,Drama,Brazil,Italian,TV-MA,2021,2022-07-25,Director_156,11,134.0,,,64.3,0.11,0.25,5.6,1,Mid,2022,7,Q3
1088,Title_1088,TV Show,Sci-Fi,Drama,United States,Japanese,PG,2022,2022-12-20,Director_24,19,,3.0,36.0,82.0,1.05,2.5,9.5,1,Mid,2022,12,Q4
1089,Title_1089,Movie,Action,Sci-Fi,United States,Italian,PG,2022,2022-10-27,Director_170,16,86.0,,,57.8,1.67,2.22,5.9,0,Mid,2022,10,Q4
1090,Title_1090,TV Show,Comedy,Drama,United Kingdom,Italian,TV-14,2019,2021-08-22,Director_57,15,,7.0,42.0,85.3,0.91,2.06,9.5,0,Low,2021,8,Q3
1091,Title_1091,TV Show,Comedy,Romance,United States,Portuguese,TV-MA,2019,2021-10-09,Director_137,10,,5.0,40.0,68.1,1.14,1.69,7.2,0,High,2021,10,Q4
1092,Title_1092,Movie,Animation,Crime,India,Spanish,R,2018,2021-03-28,Director_104,16,82.0,,,76.4,1.88,3.99,7.7,1,Mid,2021,3,Q1
1093,Title_1093,Movie,Family,Animation,India,Spanish,PG-13,2021,2023-08-01,Director_21,15,91.0,,,66.4,3.33,7.13,7.2,0,High,2023,8,Q3
1094,Title_1094,TV Show,Comedy,Thriller,United Kingdom,Hindi,PG-13,2021,2021-06-06,Director_45,7,,4.0,48.0,87.0,1.13,1.62,10.0,0,High,2021,6,Q2
1095,Title_1095,TV Show,Drama,Horror,Mexico,Italian,TV-MA,2020,2023-10-09,Director_161,13,,8.0,88.0,48.6,1.87,5.2,5.3,1,Low,2023,10,Q4
1096,Title_1096,Movie,Thriller,Horror,South Korea,French,TV-14,2022,2022-07-17,Director_74,5,125.0,,,81.4,1.96,2.47,8.0,0,Premium,2022,7,Q3
1097,Title_1097,TV Show,Drama,Sci-Fi,Mexico,Italian,TV-MA,2020,2023-02-27,Director_129,7,,1.0,9.0,66.1,1.64,2.81,7.3,0,Mid,2023,2,Q1
1098,Title_1098,TV Show,Animation,Horror,France,Portuguese,TV-MA,2020,2021-06-22,Director_96,12,,1.0,7.0,78.3,1.75,3.81,8.5,0,High,2021,6,Q2
1099,Title_1099,Movie,Romance,Fantasy,United States,Japanese,PG-13,2022,2022-11-17,Director_155,7,122.0,,,73.7,7.44,17.54,7.9,1,Mid,2022,11,Q4
1100,Title_1100,Movie,Drama,Family,France,Spanish,TV-14,2022,2023-03-14,Director_85,7,156.0,,,62.1,1.59,2.87,6.8,0,High,2023,3,Q1
1101,Title_1101,TV Show,Sci-Fi,Horror,United Kingdom,German,TV-14,2023,2023-12-15,Director_197,18,,7.0,70.0,92.3,4.05,11.02,9.3,1,Premium,2023,12,Q4
1102,Title_1102,Movie,Drama,Action,Canada,Italian,PG-13,2021,2021-07-27,Director_47,8,123.0,,,87.3,2.17,3.91,9.2,0,Low,2021,7,Q3
1103,Title_1103,TV Show,Action,Reality,South Korea,French,TV-PG,2021,2023-06-29,Director_50,14,,8.0,56.0,72.6,2.62,6.43,8.1,0,Mid,2023,6,Q2
1104,Title_1104,TV Show,Thriller,Fantasy,United States,Italian,PG-13,2020,2023-02-22,Director_124,14,,3.0,36.0,87.9,8.89,14.22,9.8,0,Low,2023,2,Q1
1105,Title_1105,TV Show,Crime,Reality,India,Turkish,PG-13,2022,2022-08-07,Director_57,17,,3.0,24.0,80.3,7.11,13.51,7.8,0,Premium,2022,8,Q3
1106,Title_1106,Movie,Action,Comedy,Nigeria,German,PG-13,2022,2023-02-05,Director_183,13,129.0,,,78.9,3.1,5.3,8.0,0,Low,2023,2,Q1
1107,Title_1107,TV Show,Comedy,Action,United States,Spanish,G,2018,2021-10-12,Director_141,19,,8.0,80.0,75.1,1.49,2.3,9.2,0,High,2021,10,Q4
1108,Title_1108,Movie,Comedy,Animation,India,Spanish,R,2019,2022-05-04,Director_5,19,159.0,,,55.9,0.74,1.48,6.5,0,High,2022,5,Q2
1109,Title_1109,Movie,Comedy,Animation,India,Spanish,TV-MA,2021,2022-12-24,Director_140,19,153.0,,,77.5,6.48,11.51,8.3,0,Mid,2022,12,Q4
1110,Title_1110,TV Show,Drama,Biography,Germany,German,TV-MA,2018,2021-03-31,Director_169,6,,6.0,48.0,71.9,1.31,2.29,7.2,0,High,2021,3,Q1
1111,Title_1111,Movie,Action,Comedy,Turkey,Portuguese,TV-MA,2021,2022-11-25,Director_184,17,139.0,,,66.9,7.95,19.86,6.6,1,Low,2022,11,Q4
1112,Title_1112,TV Show,Animation,Documentary,South Korea,French,G,2020,2022-10-09,Director_92,4,,7.0,84.0,64.1,2.08,4.65,6.7,0,Mid,2022,10,Q4
1113,Title_1113,Movie,Drama,Reality,United Kingdom,Hindi,TV-14,2020,2023-03-31,Director_133,11,129.0,,,65.2,1.28,2.55,6.7,0,High,2023,3,Q1
1114,Title_1114,TV Show,Drama,Romance,United States,French,TV-14,2020,2022-01-05,Director_43,17,,6.0,36.0,74.9,2.02,4.37,7.1,1,Low,2022,1,Q1
1115,Title_1115,Movie,Fantasy,Fantasy,United States,Japanese,TV-14,2021,2023-06-10,Director_41,3,87.0,,,90.8,0.96,2.38,8.0,1,High,2023,6,Q2
1116,Title_1116,Movie,Animation,Sci-Fi,United Kingdom,Italian,G,2020,2021-05-18,Director_95,14,126.0,,,65.4,2.37,3.43,6.8,0,Low,2021,5,Q2
1117,Title_1117,Movie,Drama,Romance,Australia,English,TV-MA,2020,2022-10-06,Director_144,6,111.0,,,89.7,9.48,18.95,8.8,1,Mid,2022,10,Q4
1118,Title_1118,TV Show,Thriller,Sci-Fi,United States,Spanish,TV-14,2019,2022-08-08,Director_23,13,,4.0,24.0,77.8,1.28,3.38,7.8,0,High,2022,8,Q3
1119,Title_1119,Movie,Documentary,Family,Japan,Turkish,PG-13,2021,2022-09-07,Director_36,10,102.0,,,61.5,3.81,10.58,5.5,0,Low,2022,9,Q3
1120,Title_1120,Movie,Documentary,Mystery,United Kingdom,Portuguese,TV-MA,2021,2021-09-23,Director_148,5,88.0,,,71.2,14.78,35.93,7.0,1,Mid,2021,9,Q3
1121,Title_1121,Movie,Drama,Action,Canada,Turkish,TV-MA,2021,2023-11-26,Director_111,19,96.0,,,76.8,6.87,10.24,7.4,0,Low,2023,11,Q4
1122,Title_1122,Movie,Drama,Reality,Italy,Korean,TV-14,2020,2021-12-04,Director_73,5,121.0,,,74.7,3.39,9.17,7.5,1,High,2021,12,Q4
1123,Title_1123,Movie,Documentary,Fantasy,Spain,Italian,TV-G,2022,2022-09-13,Director_160,13,144.0,,,55.7,2.56,3.7,6.0,0,Mid,2022,9,Q3
1124,Title_1124,Movie,Crime,Reality,Germany,Japanese,TV-MA,2019,2021-04-04,Director_161,20,106.0,,,97.4,11.39,14.22,10.0,1,Premium,2021,4,Q2
1125,Title_1125,TV Show,Thriller,Thriller,France,Hindi,TV-14,2021,2023-04-12,Director_88,7,,8.0,48.0,68.8,7.38,14.57,7.0,1,High,2023,4,Q2
1126,Title_1126,TV Show,Sci-Fi,Sci-Fi,South Korea,German,PG-13,2022,2023-03-28,Director_64,7,,6.0,60.0,100.0,2.0,2.79,9.3,1,Mid,2023,3,Q1
1127,Title_1127,TV Show,Action,Animation,Germany,Korean,TV-MA,2021,2022-05-24,Director_120,18,,6.0,60.0,67.8,0.36,0.72,6.4,0,Mid,2022,5,Q2
1128,Title_1128,Movie,Drama,Reality,South Korea,English,PG,2022,2023-07-26,Director_168,18,107.0,,,62.9,3.28,6.53,6.6,1,Low,2023,7,Q3
1129,Title_1129,Movie,Drama,Horror,United Kingdom,Japanese,PG,2020,2022-06-26,Director_142,12,131.0,,,94.5,10.96,23.0,9.0,1,Mid,2022,6,Q2
1130,Title_1130,Movie,Sci-Fi,Action,India,German,TV-MA,2020,2021-09-01,Director_51,19,92.0,,,74.2,5.44,9.71,6.4,0,Low,2021,9,Q3
1131,Title_1131,TV Show,Drama,Action,Canada,Hindi,TV-14,2020,2023-08-29,Director_101,12,,3.0,30.0,94.0,13.7,29.88,9.0,0,Mid,2023,8,Q3
1132,Title_1132,Movie,Thriller,Family,United Kingdom,Spanish,TV-PG,2019,2022-09-06,Director_186,3,82.0,,,57.4,9.97,21.28,5.7,0,Mid,2022,9,Q3
1133,Title_1133,TV Show,Horror,Mystery,South Korea,Italian,TV-MA,2022,2022-04-12,Director_175,10,,8.0,56.0,96.9,0.88,1.59,9.2,1,Premium,2022,4,Q2
1134,Title_1134,Movie,Drama,Reality,India,Korean,TV-14,2019,2022-10-05,Director_121,4,99.0,,,72.1,3.38,8.25,6.8,0,Mid,2022,10,Q4
1135,Title_1135,TV Show,Documentary,Family,India,Turkish,TV-14,2020,2023-09-07,Director_185,11,,6.0,42.0,72.5,1.12,1.98,7.1,0,Low,2023,9,Q3
1136,Title_1136,TV Show,Comedy,Reality,United States,Portuguese,TV-14,2020,2022-04-06,Director_185,11,,5.0,55.0,69.4,5.21,9.16,7.5,1,Mid,2022,4,Q2
1137,Title_1137,TV Show,Documentary,Documentary,United States,Spanish,TV-14,2021,2023-03-20,Director_192,18,,3.0,24.0,51.5,0.5,0.95,6.2,1,High,2023,3,Q1
1138,Title_1138,TV Show,Comedy,Animation,Germany,Korean,PG-13,2021,2022-07-11,Director_58,10,,2.0,20.0,72.0,1.53,3.48,8.4,1,Mid,2022,7,Q3
1139,Title_1139,Movie,Romance,Reality,Turkey,Hindi,TV-14,2021,2021-10-09,Director_122,18,150.0,,,71.4,10.4,28.04,7.2,0,High,2021,10,Q4
1140,Title_1140,Movie,Comedy,Reality,United States,English,R,2021,2021-05-02,Director_46,4,153.0,,,92.7,24.04,35.58,9.1,0,Mid,2021,5,Q2
1141,Title_1141,TV Show,Thriller,Sci-Fi,South Korea,Spanish,TV-G,2022,2022-08-16,Director_165,20,,1.0,8.0,89.7,7.66,13.3,10.0,0,Premium,2022,8,Q3
1142,Title_1142,Movie,Drama,Drama,United Kingdom,Portuguese,TV-MA,2021,2022-07-13,Director_189,13,94.0,,,60.4,5.38,12.64,6.9,0,Mid,2022,7,Q3
1143,Title_1143,Movie,Sci-Fi,Action,United Kingdom,Japanese,TV-MA,2020,2023-04-11,Director_123,13,145.0,,,63.9,0.88,1.32,4.8,0,Low,2023,4,Q2
1144,Title_1144,Movie,Action,Biography,South Korea,Italian,G,2020,2022-07-01,Director_61,4,118.0,,,71.8,6.59,14.8,8.4,0,Mid,2022,7,Q3
1145,Title_1145,TV Show,Drama,Sci-Fi,Spain,Korean,TV-PG,2022,2022-09-29,Director_192,14,,5.0,40.0,72.9,16.65,32.72,6.2,0,Mid,2022,9,Q3
1146,Title_1146,Movie,Thriller,Horror,Canada,Spanish,TV-MA,2021,2022-03-24,Director_20,6,156.0,,,57.6,2.44,4.99,6.1,1,Mid,2022,3,Q1
1147,Title_1147,TV Show,Thriller,Sci-Fi,South Korea,Spanish,TV-MA,2020,2021-11-03,Director_24,19,,6.0,72.0,77.6,0.44,1.03,7.7,0,Low,2021,11,Q4
1148,Title_1148,Movie,Drama,Thriller,Germany,Japanese,PG-13,2018,2021-04-29,Director_149,5,119.0,,,56.3,4.93,5.94,5.9,1,Mid,2021,4,Q2
1149,Title_1149,TV Show,Drama,Fantasy,India,Hindi,TV-MA,2018,2021-05-22,Director_108,14,,1.0,8.0,60.7,1.63,4.51,5.2,0,Mid,2021,5,Q2
1150,Title_1150,TV Show,Crime,Animation,Canada,Spanish,PG-13,2023,2023-02-09,Director_33,10,,3.0,33.0,79.2,9.23,19.01,7.1,0,High,2023,2,Q1
1151,Title_1151,Movie,Mystery,Reality,United States,German,PG-13,2020,2023-05-19,Director_186,6,109.0,,,90.0,2.37,3.56,8.4,1,High,2023,5,Q2
1152,Title_1152,TV Show,Horror,Mystery,United States,English,TV-14,2020,2021-02-02,Director_13,10,,4.0,24.0,80.7,1.28,2.91,7.6,0,Mid,2021,2,Q1
